;Married;Number of Dependents;Zip Code;Number of Referrals;Tenure in Months;Offer;Internet Type;Avg Monthly GB Download;Contract;Paperless Billing;Payment Method;Monthly Charge;Age_disc;Total Streaming;Premium Services;Refunds;Average Monthly Extra Data Charges
1831;No;0;0.9672131147540988;0;0.5633802816901409;None;Fiber Optic;0.22352941176470587;Month-to-Month;Yes;Credit Card;0.6231560779036518;0.16666666666666669;0.0;0.5;0.0;0.0
1832;No;0;0.524590163934425;0;0.0;Offer E;DSL;0.058823529411764705;Month-to-Month;Yes;Bank Withdrawal;0.08109234786042871;0.4166666666666667;0.0;0.16666666666666666;0.0;0.0
1833;No;0;0.8688524590163933;0;0.07042253521126761;None;Fiber Optic;0.2823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.7177638170741518;0.5833333333333333;1.0;0.16666666666666666;0.0;0.0
1834;No;0;0.8524590163934427;0;0.0;None;Cable;0.24705882352941178;Month-to-Month;No;Credit Card;0.2703078262014291;0.25000000000000006;0.0;0.16666666666666666;0.0;0.0
1835;Yes;1;0.5901639344262293;1;0.5070422535211268;Offer C;Fiber Optic;0.18823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.6955599599218916;0.25000000000000006;0.3333333333333333;0.5;0.0;0.0
1836;No;0;0.03278688524590123;0;0.7746478873239437;None;Fiber Optic;0.3411764705882353;One Year;No;Bank Withdrawal;0.9050485252279992;0.9166666666666667;0.6666666666666666;0.8333333333333333;0.0;0.0
1837;No;0;0.9836065573770494;0;0.08450704225352114;Offer E;None;0.0;One Year;No;Credit Card;0.030409630447660763;0.16666666666666669;0.0;0.0;0.0;0.0
1838;No;0;0.9016393442622945;0;0.04225352112676056;None;Fiber Optic;0.6;Month-to-Month;Yes;Credit Card;0.6135022269678865;0.08333333333333337;0.0;0.5;0.0;0.0
1839;No;0;0.7868852459016384;0;0.9859154929577465;Offer A;Fiber Optic;0.15294117647058825;Two Year;Yes;Credit Card;0.8003042425749456;0.9166666666666667;0.6666666666666666;0.5;1.0;0.0
1840;Yes;0;0.5737704918032787;1;0.8028169014084507;None;Fiber Optic;0.047058823529411764;Two Year;Yes;Bank Withdrawal;0.7930638543731214;1.0;0.6666666666666666;0.5;0.0;0.0
1841;No;0;0.7540983606557372;0;0.7323943661971831;None;None;0.0;Two Year;No;Bank Withdrawal;0.027996167713719433;0.6666666666666667;0.0;0.0;0.0;0.0
1842;Yes;0;0.8032786885245891;1;0.4225352112676057;Offer C;Fiber Optic;0.21176470588235294;Two Year;No;Bank Withdrawal;0.7018349630301393;0.9166666666666667;0.3333333333333333;0.5;1.0;0.0
1843;No;0;0.9836065573770494;0;0.0;None;None;0.0;Month-to-Month;No;Credit Card;0.03427117082196693;0.0;0.0;0.0;0.0;0.0
1844;No;0;0.42622950819672134;0;0.07042253521126761;None;DSL;0.4823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.37601749394805944;0.0;0.0;0.5;0.0;0.0
1845;No;0;0.11475409836065609;0;0.676056338028169;None;DSL;0.15294117647058825;Two Year;Yes;Bank Withdrawal;0.47690023622680716;0.5;0.3333333333333333;0.5;0.0;0.0
1846;No;0;0.9344262295081958;0;0.09859154929577466;None;DSL;0.32941176470588235;One Year;No;Bank Withdrawal;0.40015212128747274;0.6666666666666667;0.0;0.5;0.0;0.046875
1847;No;0;0.524590163934425;0;0.295774647887324;None;None;0.0;One Year;Yes;Credit Card;0.03185770808802557;0.75;0.0;0.0;0.0;0.0
1848;Yes;0;0.7377049180327866;0;0.3943661971830986;None;Fiber Optic;0.1411764705882353;Month-to-Month;Yes;Bank Withdrawal;0.6535657083513124;0.25000000000000006;0.0;0.6666666666666666;0.0;0.0
1849;Yes;1;0.524590163934425;1;0.8450704225352113;None;DSL;0.8941176470588235;Month-to-Month;No;Bank Withdrawal;0.16266738826764576;0.08333333333333337;0.0;0.3333333333333333;0.0;0.022540983606557378
1850;No;0;0.3442622950819665;0;0.4084507042253521;None;Fiber Optic;0.22352941176470587;Month-to-Month;No;Credit Card;0.7235561276356111;0.8333333333333335;0.0;0.8333333333333333;0.0;0.0
1851;Yes;0;0.278688524590164;1;0.33802816901408456;None;Fiber Optic;0.29411764705882354;Month-to-Month;Yes;Bank Withdrawal;0.6984561152026212;0.25000000000000006;0.6666666666666666;0.5;0.0;0.0
1852;No;0;0.5737704918032787;0;0.11267605633802817;Offer E;Fiber Optic;0.1764705882352941;Two Year;Yes;Bank Withdrawal;0.6062618387660623;0.9166666666666667;0.3333333333333333;0.0;0.0;0.01388888888888889
1853;Yes;1;0.3442622950819665;1;0.056338028169014086;None;None;0.0;One Year;No;Bank Withdrawal;0.03668463355590826;0.08333333333333337;0.0;0.0;0.0;0.0
1854;No;0;0.8360655737704921;0;0.11267605633802817;Offer E;Fiber Optic;0.6823529411764706;Month-to-Month;Yes;Bank Withdrawal;0.6622541741935013;0.16666666666666669;0.3333333333333333;0.3333333333333333;0.0;0.0
1855;Yes;0;0.721311475409836;1;0.9014084507042254;Offer B;Fiber Optic;0.1764705882352941;One Year;Yes;Credit Card;0.881396590435374;0.16666666666666669;1.0;0.8333333333333333;0.0;0.0
1856;No;0;0.9180327868852451;0;0.3943661971830986;Offer C;Fiber Optic;0.24705882352941178;One Year;Yes;Bank Withdrawal;0.8176811742593231;1.0;0.6666666666666666;0.3333333333333333;0.0;0.025862068965517244
1857;No;0;0.7377049180327866;0;0.0;None;None;0.0;Month-to-Month;Yes;Credit Card;0.08688465842188792;0.08333333333333337;0.0;0.16666666666666666;0.0;0.0
1858;No;0;0.0;0;0.15492957746478872;Offer D;Fiber Optic;0.18823529411764706;Month-to-Month;Yes;Credit Card;0.6062618387660623;0.4166666666666667;0.0;0.5;0.0;0.0
1859;Yes;1;0.9180327868852451;1;0.7605633802816901;Offer B;Fiber Optic;0.21176470588235294;One Year;No;Credit Card;0.8123715562446521;0.25000000000000006;1.0;0.5;0.0;0.0
1860;No;0;0.42622950819672134;0;0.14084507042253522;None;Fiber Optic;0.29411764705882354;Month-to-Month;Yes;Bank Withdrawal;0.5512348884322;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0
1861;Yes;0;0.03278688524590123;1;0.943661971830986;Offer A;None;0.0;Two Year;No;Credit Card;0.08012696276685222;0.0;0.0;0.16666666666666666;0.0;0.0
1862;No;0;0.8852459016393439;0;0.46478873239436624;None;Fiber Optic;0.21176470588235294;Month-to-Month;Yes;Bank Withdrawal;0.8553311929088077;0.5;1.0;0.6666666666666666;0.0;0.0
1863;No;0;0.7540983606557372;0;0.0;None;None;0.0;Month-to-Month;No;Credit Card;0.0386154037430613;0.5;0.0;0.0;0.0;0.0
1864;Yes;1;0.9836065573770494;1;0.49295774647887325;None;Cable;0.22352941176470587;One Year;No;Credit Card;0.35622709952974047;0.3333333333333333;0.0;0.5;0.0;0.0
1865;Yes;0;0.0;1;0.19718309859154928;None;None;0.0;Two Year;No;Credit Card;0.081575040407217;0.25000000000000006;0.0;0.16666666666666666;0.0;0.0
1866;No;0;0.721311475409836;0;0.1267605633802817;None;Cable;0.27058823529411763;Month-to-Month;Yes;Credit Card;0.33691939765820983;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0
1867;No;0;0.21311475409835978;0;0.02816901408450704;None;DSL;0.2588235294117647;Two Year;No;Credit Card;0.5246867983588455;0.25000000000000006;0.6666666666666666;0.6666666666666666;1.0;0.0
1868;No;0;0.557377049180328;0;0.0;Offer E;None;0.0;Month-to-Month;Yes;Bank Withdrawal;0.08640196587509966;0.16666666666666669;0.0;0.16666666666666666;0.0;0.0
1869;Yes;0;0.5901639344262293;1;0.5915492957746479;Offer B;Fiber Optic;0.23529411764705882;Month-to-Month;Yes;Credit Card;0.6694945623953252;0.5;0.0;0.6666666666666666;0.0;0.0
1870;No;1;0.9016393442622945;0;0.09859154929577466;Offer E;None;0.0;Month-to-Month;No;Credit Card;0.03185770808802557;0.08333333333333337;0.0;0.0;0.0;0.0
1871;Yes;1;0.32786885245901587;1;0.04225352112676056;Offer E;Cable;0.611764705882353;Month-to-Month;No;Bank Withdrawal;0.28237513987113577;0.8333333333333335;0.0;0.16666666666666666;0.0;0.0
1872;Yes;1;0.8032786885245891;1;0.9859154929577465;Offer A;None;0.0;Two Year;Yes;Bank Withdrawal;0.0275134751669312;0.75;0.0;0.0;0.0;0.0
1873;No;0;0.6557377049180317;0;0.22535211267605634;None;Fiber Optic;0.15294117647058825;Month-to-Month;No;Bank Withdrawal;0.7443119071475064;0.25000000000000006;1.0;0.3333333333333333;0.0;0.0
1874;Yes;1;0.9836065573770494;1;0.07042253521126761;Offer E;Cable;0.9647058823529412;Month-to-Month;Yes;Credit Card;0.3108540001316435;0.16666666666666669;0.0;0.3333333333333333;0.0;0.0
1875;No;0;0.9180327868852451;0;0.014084507042253521;Offer E;Fiber Optic;0.2588235294117647;Month-to-Month;Yes;Bank Withdrawal;0.7457599847878713;0.75;1.0;0.3333333333333333;0.0;0.0
1876;Yes;0;0.32786885245901587;1;0.0;Offer E;Cable;0.10588235294117647;Month-to-Month;Yes;Bank Withdrawal;0.3166463106931026;0.9166666666666667;0.0;0.3333333333333333;0.0;0.0
1877;No;0;0.3442622950819665;0;0.8873239436619719;None;Fiber Optic;0.8588235294117647;One Year;Yes;Credit Card;0.8582273481895373;0.16666666666666669;1.0;0.6666666666666666;0.0;0.0
1878;No;1;0.8032786885245891;0;0.5352112676056339;None;DSL;0.3411764705882353;One Year;No;Bank Withdrawal;0.36781172065265894;0.16666666666666669;1.0;0.5;0.0;0.0
1879;Yes;1;0.32786885245901587;1;0.6338028169014085;Offer B;DSL;0.1764705882352941;One Year;No;Credit Card;0.3876021150709778;0.5;0.0;0.6666666666666666;0.0;0.0
1880;Yes;0;0.7377049180327866;0;0.0;Offer E;Fiber Optic;0.611764705882353;Month-to-Month;Yes;Bank Withdrawal;0.714384969246634;0.08333333333333337;1.0;0.16666666666666666;0.0;0.0
1881;Yes;1;0.4098360655737707;1;1.0;Offer A;Cable;0.6235294117647059;Two Year;Yes;Bank Withdrawal;0.6511522456173713;0.4166666666666667;1.0;0.8333333333333333;0.0;0.0
1882;Yes;1;0.7377049180327866;0;0.4507042253521127;None;None;0.0;Two Year;No;Credit Card;0.029444245354084242;0.25000000000000006;0.0;0.0;0.0;0.0
1883;No;0;0.4590163934426226;0;0.4366197183098592;None;Fiber Optic;0.1411764705882353;One Year;Yes;Bank Withdrawal;0.8958773668390221;0.5833333333333333;1.0;0.8333333333333333;0.0;0.0
1884;No;0;0.6393442622950811;0;0.056338028169014086;None;None;0.0;Month-to-Month;Yes;Credit Card;0.03620194100911997;0.4166666666666667;0.0;0.0;0.0;0.0
1885;No;0;0.03278688524590123;0;0.014084507042253521;None;DSL;0.5647058823529412;Month-to-Month;Yes;Bank Withdrawal;0.2751347516693118;0.16666666666666669;1.0;0.0;0.0;0.0625
1886;No;0;0.4098360655737707;0;0.014084507042253521;Offer E;Fiber Optic;0.4823529411764706;Month-to-Month;No;Bank Withdrawal;0.6159156897018276;0.16666666666666669;0.6666666666666666;0.16666666666666666;0.0;0.0
1887;No;0;0.32786885245901587;0;0.22535211267605634;Offer D;Fiber Optic;0.29411764705882354;One Year;Yes;Credit Card;0.636188776666935;1.0;0.0;0.5;0.0;0.0
1888;No;1;0.9672131147540988;0;0.056338028169014086;None;None;0.0;Month-to-Month;No;Credit Card;0.03475386336875519;0.3333333333333333;0.0;0.0;0.0;0.0
1889;No;0;0.11475409836065609;0;0.1267605633802817;Offer D;None;0.0;Month-to-Month;Yes;Bank Withdrawal;0.06999041928429861;0.25000000000000006;0.0;0.16666666666666666;0.0;0.0
1890;No;0;0.8688524590163933;0;0.0;Offer E;DSL;0.023529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.32243862125456185;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0
1891;No;0;0.11475409836065609;0;0.5633802816901409;Offer B;DSL;0.09411764705882353;One Year;Yes;Credit Card;0.38180980450951857;0.3333333333333333;0.0;0.5;0.0;0.0
1892;No;0;0.6065573770491799;0;0.8732394366197184;Offer B;Fiber Optic;0.6941176470588235;One Year;No;Bank Withdrawal;0.8027177053088868;0.0;1.0;0.5;0.0;0.0
1893;Yes;0;0.1311475409836067;1;0.295774647887324;None;None;0.0;One Year;No;Credit Card;0.03282309318160209;0.25000000000000006;0.0;0.0;0.0;0.0
1894;No;0;0.32786885245901587;0;0.647887323943662;Offer B;Fiber Optic;0.15294117647058825;One Year;Yes;Bank Withdrawal;0.8394023388647949;0.16666666666666669;1.0;0.6666666666666666;0.0;0.0
1895;No;0;0.557377049180328;0;0.9014084507042254;Offer B;DSL;0.21176470588235294;Two Year;Yes;Credit Card;0.5546137362597179;0.3333333333333333;0.6666666666666666;0.8333333333333333;0.0;0.0
1896;No;0;0.4918032786885238;0;0.09859154929577466;Offer E;Fiber Optic;0.27058823529411763;Two Year;Yes;Credit Card;0.934673780287129;0.9166666666666667;1.0;0.5;0.0;0.0
1897;No;0;0.9836065573770494;0;0.1267605633802817;Offer D;Fiber Optic;0.21176470588235294;Month-to-Month;No;Bank Withdrawal;0.7573446059107898;0.5833333333333333;1.0;0.3333333333333333;0.0;0.0
1898;No;0;0.9180327868852451;0;0.11267605633802817;None;Fiber Optic;0.27058823529411763;Month-to-Month;Yes;Bank Withdrawal;0.5879195219881084;0.3333333333333333;0.3333333333333333;0.16666666666666666;0.0;0.0
1899;No;0;0.32786885245901587;0;0.47887323943661975;Offer C;Fiber Optic;0.3058823529411765;One Year;Yes;Bank Withdrawal;0.6994215002961979;0.6666666666666667;0.6666666666666666;0.5;0.0;0.0
1900;No;0;0.9836065573770494;0;0.014084507042253521;None;Fiber Optic;0.12941176470588234;Month-to-Month;Yes;Bank Withdrawal;0.5594406617276007;0.9166666666666667;0.0;0.3333333333333333;0.0;0.0
1901;Yes;0;0.8852459016393439;1;0.09859154929577466;None;Cable;0.3176470588235294;Two Year;Yes;Credit Card;0.25679243489135767;0.75;0.3333333333333333;0.5;0.0;0.0
1902;Yes;0;0.8360655737704921;1;0.323943661971831;Offer C;DSL;0.6;Month-to-Month;No;Bank Withdrawal;0.11922505905670178;0.08333333333333337;0.0;0.3333333333333333;0.0;0.0
1903;No;0;0.1311475409836067;0;0.49295774647887325;None;Cable;0.10588235294117647;Two Year;Yes;Credit Card;0.3509174815150696;0.4166666666666667;0.6666666666666666;0.8333333333333333;0.0;0.0
1904;Yes;0;0.4590163934426226;1;0.9295774647887325;Offer A;Fiber Optic;0.3529411764705882;Two Year;Yes;Bank Withdrawal;0.9127716059766113;0.6666666666666667;1.0;0.8333333333333333;1.0;0.0
1905;Yes;0;0.4098360655737707;1;0.19718309859154928;None;Fiber Optic;0.03529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.640050317041241;0.75;0.0;0.5;0.0;0.09166666666666667
1906;No;1;0.11475409836065609;0;0.1267605633802817;None;DSL;0.22352941176470587;Two Year;Yes;Bank Withdrawal;0.4358713697498044;0.5833333333333333;0.0;0.8333333333333333;0.0;0.0
1907;No;0;0.5901639344262293;0;0.0;None;Fiber Optic;0.6941176470588235;Month-to-Month;No;Bank Withdrawal;0.5917810623624145;0.0;0.6666666666666666;0.0;0.0;0.125
1908;Yes;0;0.9344262295081958;1;0.323943661971831;None;DSL;0.058823529411764705;Month-to-Month;No;Bank Withdrawal;0.215763568414355;0.9166666666666667;0.3333333333333333;0.3333333333333333;0.0;0.0
1909;No;0;0.9836065573770494;0;0.28169014084507044;None;DSL;0.10588235294117647;Month-to-Month;Yes;Credit Card;0.18583663051348248;0.3333333333333333;0.0;0.5;0.0;0.0
1910;No;0;0.42622950819672134;0;0.14084507042253522;Offer D;Cable;0.11764705882352941;Month-to-Month;Yes;Credit Card;0.4073925094892968;0.5;0.6666666666666666;0.16666666666666666;0.0;0.07954545454545454
1911;No;0;0.3606557377049171;0;0.6901408450704226;Offer B;Fiber Optic;0.3411764705882353;Month-to-Month;Yes;Bank Withdrawal;0.8514696525345016;0.9166666666666667;0.6666666666666666;0.6666666666666666;0.0;0.0
1912;No;0;0.8688524590163933;0;0.16901408450704225;Offer D;None;0.0;One Year;No;Mailed Check;0.026065397526566364;0.3333333333333333;0.0;0.0;0.0;0.0
1913;Yes;1;0.7377049180327866;1;0.8873239436619719;Offer B;Fiber Optic;0.27058823529411763;Two Year;No;Bank Withdrawal;0.903117755040846;0.5;1.0;0.8333333333333333;0.0;0.0
1914;No;0;0.5409836065573774;0;0.02816901408450704;Offer E;Fiber Optic;0.3058823529411765;Month-to-Month;Yes;Bank Withdrawal;0.6139849195146747;0.6666666666666667;0.6666666666666666;0.16666666666666666;0.0;0.0
1915;No;1;0.8360655737704921;0;0.9859154929577465;None;Fiber Optic;0.3529411764705882;One Year;Yes;Credit Card;0.6632195592870778;0.0;0.0;0.6666666666666666;0.0;0.0
1916;No;0;0.0;0;0.11267605633802817;Offer E;None;0.0;Month-to-Month;No;Bank Withdrawal;0.03282309318160209;0.75;0.0;0.0;0.0;0.0
1917;No;0;0.7377049180327866;0;0.0;None;Fiber Optic;0.10588235294117647;Month-to-Month;Yes;Credit Card;0.6434291648687589;0.5;0.0;0.6666666666666666;0.0;0.0
1918;No;0;0.278688524590164;0;0.02816901408450704;None;None;0.0;Month-to-Month;Yes;Bank Withdrawal;0.03620194100911997;0.16666666666666669;0.0;0.0;0.0;0.0
1919;Yes;0;0.278688524590164;1;0.7323943661971831;None;DSL;0.15294117647058825;One Year;Yes;Bank Withdrawal;0.42187328589294476;0.6666666666666667;1.0;0.6666666666666666;0.0;0.0
1920;Yes;0;0.03278688524590123;1;0.6338028169014085;None;None;0.0;Two Year;Yes;Credit Card;0.03089232299444905;0.5833333333333333;0.0;0.0;0.0;0.0
1921;Yes;1;0.9836065573770494;1;0.8732394366197184;Offer B;Fiber Optic;0.5647058823529412;Month-to-Month;Yes;Credit Card;0.6135022269678865;0.16666666666666669;0.0;0.3333333333333333;0.0;0.007936507936507936
1922;Yes;0;0.5901639344262293;1;0.9859154929577465;Offer A;Fiber Optic;0.8588235294117647;Two Year;Yes;Credit Card;0.8862235159032568;0.16666666666666669;1.0;0.8333333333333333;0.0;0.0
1923;Yes;0;0.32786885245901587;0;0.056338028169014086;Offer E;Fiber Optic;0.15294117647058825;One Year;Yes;Bank Withdrawal;0.507792559221256;0.75;0.0;0.16666666666666666;0.0;0.0
1924;Yes;1;0.42622950819672134;1;0.9014084507042254;None;None;0.0;Two Year;Yes;Bank Withdrawal;0.08254042550079355;0.08333333333333337;0.0;0.16666666666666666;0.0;0.0
1925;No;0;0.4098360655737707;0;0.5774647887323944;None;Fiber Optic;0.15294117647058825;Month-to-Month;Yes;Bank Withdrawal;0.8065792456831928;0.5;1.0;0.5;0.0;0.0
1926;No;0;0.524590163934425;0;0.02816901408450704;None;Fiber Optic;0.047058823529411764;Month-to-Month;Yes;Mailed Check;0.5599233542743889;0.5;0.0;0.3333333333333333;1.0;0.0
1927;No;0;0.278688524590164;0;0.323943661971831;None;DSL;0.8117647058823529;Month-to-Month;No;Bank Withdrawal;0.3687771057462354;0.16666666666666669;0.0;0.5;0.0;0.0
1928;No;1;0.4918032786885238;0;0.9154929577464789;None;None;0.0;Two Year;No;Credit Card;0.03668463355590826;0.5833333333333333;0.0;0.0;1.0;0.0
1929;No;0;0.5901639344262293;0;0.33802816901408456;Offer C;None;0.0;Two Year;No;Credit Card;0.029444245354084242;0.3333333333333333;0.0;0.0;0.0;0.0
1930;Yes;0;0.3442622950819665;1;0.7746478873239437;None;Fiber Optic;0.22352941176470587;One Year;Yes;Credit Card;0.801269627668522;0.4166666666666667;0.6666666666666666;0.8333333333333333;0.0;0.0
1931;Yes;0;0.3606557377049171;1;0.7183098591549296;None;Fiber Optic;0.10588235294117647;One Year;Yes;Bank Withdrawal;0.8529177301748663;1.0;1.0;0.6666666666666666;0.0;0.0
1932;Yes;1;0.0;1;0.3098591549295775;None;None;0.0;Two Year;No;Mailed Check;0.08060965531364048;0.4166666666666667;0.0;0.16666666666666666;0.0;0.0
1933;Yes;0;0.524590163934425;1;0.33802816901408456;None;None;0.0;One Year;Yes;Credit Card;0.09702120190444152;0.5833333333333333;0.0;0.16666666666666666;0.0;0.0
1934;No;0;0.9672131147540988;0;0.4366197183098592;None;Fiber Optic;0.32941176470588235;Month-to-Month;Yes;Bank Withdrawal;0.8167157891657464;0.25000000000000006;1.0;0.5;0.0;0.0
1935;No;0;0.0;0;0.2112676056338028;None;DSL;0.6235294117647059;Month-to-Month;Yes;Bank Withdrawal;0.32243862125456185;0.0;0.0;0.3333333333333333;0.0;0.0
1936;Yes;1;0.9672131147540988;1;0.3098591549295775;None;Fiber Optic;0.6235294117647059;Two Year;Yes;Bank Withdrawal;0.6921811120943737;0.9166666666666667;0.3333333333333333;0.5;0.0;0.0
1937;No;0;0.9016393442622945;0;0.35211267605633806;Offer C;Cable;0.9647058823529412;One Year;No;Credit Card;0.3649155653719292;0.0;1.0;0.5;0.0;0.0
1938;Yes;0;1.0;1;0.676056338028169;None;None;0.0;One Year;Yes;Bank Withdrawal;0.03185770808802557;0.5833333333333333;0.0;0.0;0.0;0.0
1939;No;1;0.9836065573770494;0;0.0;None;None;0.0;Month-to-Month;No;Credit Card;0.03185770808802557;0.4166666666666667;0.0;0.0;0.0;0.0
1940;No;0;0.9016393442622945;0;0.056338028169014086;None;Fiber Optic;0.2;Month-to-Month;Yes;Credit Card;0.5164810250634448;0.8333333333333335;0.0;0.16666666666666666;1.0;0.0
1941;No;0;0.9508196721311464;0;0.6901408450704226;None;None;0.0;Two Year;No;Credit Card;0.025582704979778104;0.25000000000000006;0.0;0.0;0.0;0.0
1942;No;0;0.42622950819672134;0;0.16901408450704225;Offer D;DSL;0.2;Month-to-Month;Yes;Credit Card;0.27803090695004135;0.5;0.3333333333333333;0.5;0.0;0.0
1943;Yes;1;0.7377049180327866;1;0.3802816901408451;Offer C;None;0.0;One Year;No;Credit Card;0.030409630447660763;0.75;0.0;0.0;0.0;0.0
1944;No;1;0.0983606557377037;0;0.676056338028169;None;None;0.0;One Year;No;Credit Card;0.026065397526566364;0.08333333333333337;0.0;0.0;0.0;0.0
1945;No;0;0.3606557377049171;0;0.23943661971830985;None;Fiber Optic;0.1411764705882353;Month-to-Month;Yes;Bank Withdrawal;0.7558965282704249;0.5;0.6666666666666666;0.6666666666666666;1.0;0.0
1946;Yes;1;0.8196721311475397;1;1.0;Offer A;Cable;0.8588235294117647;Two Year;Yes;Bank Withdrawal;0.5280656461863633;0.08333333333333337;0.6666666666666666;0.6666666666666666;0.0;0.0
1947;Yes;1;0.5409836065573774;0;0.5070422535211268;None;Fiber Optic;0.12941176470588234;Month-to-Month;Yes;Bank Withdrawal;0.757827298457578;0.4166666666666667;1.0;0.3333333333333333;0.0;0.0
1948;Yes;0;0.7377049180327866;1;0.08450704225352114;Offer E;DSL;0.15294117647058825;One Year;No;Bank Withdrawal;0.12598275471173748;1.0;0.0;0.3333333333333333;1.0;0.0
1949;Yes;0;0.524590163934425;1;0.619718309859155;Offer B;Fiber Optic;0.22352941176470587;Month-to-Month;No;Bank Withdrawal;0.6241214629972283;0.75;0.0;0.5;0.0;0.0
1950;No;0;0.18032786885245855;0;0.25352112676056343;None;DSL;0.058823529411764705;Month-to-Month;Yes;Bank Withdrawal;0.27272128893537045;0.5833333333333333;0.0;0.16666666666666666;1.0;0.0
1951;No;0;0.8032786885245891;0;0.3943661971830986;None;None;0.0;One Year;Yes;Credit Card;0.029444245354084242;0.3333333333333333;0.0;0.0;0.0;0.0
1952;Yes;1;0.8688524590163933;1;0.8450704225352113;Offer B;Fiber Optic;0.22352941176470587;One Year;No;Credit Card;0.841333109051948;0.25000000000000006;1.0;0.6666666666666666;0.0;0.0
1953;No;0;0.16393442622950793;0;0.04225352112676056;Offer E;Cable;0.23529411764705882;Month-to-Month;Yes;Bank Withdrawal;0.3203871779307117;0.4166666666666667;0.0;0.16666666666666666;0.0;0.0
1954;No;0;0.0;0;0.5211267605633804;Offer C;Fiber Optic;0.3176470588235294;Month-to-Month;Yes;Bank Withdrawal;0.8389196463180066;0.0;1.0;0.5;0.0;0.04605263157894737
1955;No;0;0.9180327868852451;0;0.014084507042253521;Offer E;None;0.0;Month-to-Month;No;Bank Withdrawal;0.030409630447660763;0.5;0.0;0.0;0.0;0.0
1956;No;0;0.8852459016393439;0;0.0;None;Cable;0.8588235294117647;Month-to-Month;No;Credit Card;0.2732039814821587;0.08333333333333337;0.3333333333333333;0.16666666666666666;0.0;0.0
1957;No;0;0.9836065573770494;0;0.19718309859154928;Offer D;DSL;0.29411764705882354;One Year;No;Credit Card;0.2814097547775592;0.6666666666666667;0.0;0.8333333333333333;1.0;0.0
1958;No;0;0.7377049180327866;0;0.9859154929577465;Offer A;Fiber Optic;0.6235294117647059;Two Year;Yes;Bank Withdrawal;0.881396590435374;0.16666666666666669;1.0;0.8333333333333333;0.0;0.0
1959;Yes;0;0.9672131147540988;1;0.7183098591549296;None;Fiber Optic;0.16470588235294117;Month-to-Month;No;Bank Withdrawal;0.6501868605237946;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;0.0
1960;No;0;0.3606557377049171;0;0.014084507042253521;Offer E;None;0.0;Month-to-Month;No;Mailed Check;0.03765001864948475;0.6666666666666667;0.0;0.0;0.0;0.0
1961;Yes;0;0.3442622950819665;1;0.323943661971831;Offer C;Cable;0.1411764705882353;Month-to-Month;Yes;Bank Withdrawal;0.7375542114924709;0.9166666666666667;1.0;0.3333333333333333;0.0;0.0
1962;No;0;0.3442622950819665;0;0.5915492957746479;Offer B;Fiber Optic;0.32941176470588235;Month-to-Month;Yes;Credit Card;0.5657156648358479;0.3333333333333333;0.0;0.3333333333333333;0.0;0.0
1963;No;0;0.8852459016393439;0;0.014084507042253521;Offer E;Cable;0.611764705882353;Month-to-Month;No;Bank Withdrawal;0.282857832417924;0.08333333333333337;0.3333333333333333;0.0;0.0;0.0625
1964;No;0;0.3442622950819665;0;0.323943661971831;Offer C;Cable;0.6941176470588235;Month-to-Month;Yes;Mailed Check;0.3180943883334675;0.0;0.0;0.3333333333333333;0.0;0.0
1965;Yes;0;0.8852459016393439;0;0.5633802816901409;None;Fiber Optic;0.1764705882352941;Month-to-Month;Yes;Bank Withdrawal;0.8017523202153103;1.0;0.6666666666666666;0.5;1.0;0.0
1966;Yes;0;0.32786885245901587;1;0.18309859154929578;None;Fiber Optic;0.22352941176470587;Month-to-Month;Yes;Bank Withdrawal;0.6805964909714555;0.5;0.6666666666666666;0.5;0.0;0.0
1967;Yes;0;0.9180327868852451;1;0.8873239436619719;None;DSL;0.29411764705882354;Two Year;Yes;Credit Card;0.4976560157387025;0.5833333333333333;0.6666666666666666;0.6666666666666666;0.0;0.0
1968;Yes;0;0.08196721311475308;1;1.0;Offer A;None;0.0;Two Year;No;Credit Card;0.025582704979778104;0.3333333333333333;0.0;0.0;0.0;0.0
1969;No;0;1.0;0;0.36619718309859156;None;Cable;0.6235294117647059;Month-to-Month;Yes;Mailed Check;0.38036172686915376;0.16666666666666669;0.0;0.5;0.0;0.0
1970;No;0;0.31147540983606525;0;0.47887323943661975;None;DSL;0.21176470588235294;One Year;Yes;Bank Withdrawal;0.5430291151367996;1.0;0.6666666666666666;0.5;0.0;0.0
1971;No;1;0.9016393442622945;0;0.0;None;Cable;0.5647058823529412;Month-to-Month;Yes;Credit Card;0.4131848200507559;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0
1972;No;0;0.9836065573770494;0;0.0;Offer E;Fiber Optic;0.32941176470588235;Month-to-Month;No;Bank Withdrawal;0.5010348635662205;0.6666666666666667;0.0;0.16666666666666666;0.0;0.0
